№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
3851;Тенишевское коммерческое училище, где учились: в 1900-1907 гг. - поэт Мандельштам О.Э., в 1900-1908 гг. - литературовед Жирмунский В.М., в 1911-1917 гг. - писатель Набоков В.В.;94813.08;115310.25;Моховая ул., 33-35;30.344218835; 59.9405853403
3852;Особняк Безобразовой;94810.97;115410.59;Моховая ул., 34;30.346013591; 59.94056171
3853;Особняк Н.С. Строганова (со службами);94787.69;115402.91;Моховая ул., 36, лит. А;30.3458740315; 59.9403531188
3854;Церковь Праведников Симеона Богоприимца и Анны Пророчицы;94584.33;115406.97;"Моховая ул., 48; Белинского ул., 4";30.3459276631; 59.938527657
3855;Дом, в котором с 1893 по 1900 г. жил Склифосовский Николай Васильевич;95379.49;115371.49;Моховая ул., 6;30.3453671652; 59.9456663285
3856;Квартиры, в которых в 1892-1897 гг. жил адмирал Макаров Степан Осипович;95292.79;115323.38;Моховая ул., 7, кв. 3, 4, 11, 12, 19, 20 (б. кв. 4 и 5);30.3444983405; 59.9448903959
3857;Особняк З.Д. Мишукова (М.И. Алексеевой);95153.91;114033.43;Мошков пер., 2, лит. А;30.3214077023; 59.9437020603
3858;Съезжий дом и пожарная команда Рождественской части;93745.76;117047.12;Мытнинская ул., 3, лит. А;30.3751809794; 59.9309209006
3859;Дом П.М. Станового;93939.16;117147.63;Мытнинская ул., 5/2, лит. А;30.3769981269; 59.9326516503
3860;Октябрьская наб.;90503.35;120660.63;На правом берегу р. Невы, от устья р. Утки до Финляндского ж.д. моста;30.4394179719; 59.9016191465
3861;Терраса у завода им. Ломоносова;88299.31;121035.52;На р. Неве по пр. Обуховской Обороны;30.445851377; 59.8818142459
3862;Гидрокомплекс б. Охтинского порохового завода;98368.52;123234.39;На реке Охте по ул. Коммуны;30.4864365898; 59.9720510749
3863;Дом Сутугиных;92972.44;113092.43;"наб. кан. Грибоедова 106; пр. Римского-Корсакова, 12";30.3043934831; 59.9241619344
3864;Дом И. Вальха, в котором в 1816-1818 годах жил А.С. Грибоедов;93046.74;113021.23;"наб. кан. Грибоедова, 104; пр. Римского-Корсакова, 25; Средняя Подъяческая ул., 15";30.3031265082; 59.924831753
3865;Жилой дом с флигелем;92281.31;111883.77;наб. кан. Грибоедова, 174, лит. А;30.2827299533; 59.9180066594
3866;Здание Школы народного искусства;94864.99;114483.68;наб. кан. Грибоедова, 2, лит. А;30.3294371598; 59.9410889835
3867;Здание Пробирной палаты и Пробирного училища;93645.12;113788.95;"наб. кан. Грибоедова, 51; Казанская ул., 28";30.3169047331; 59.9301703422
3868;"Особняк М.А. Горчакова (здание товарищества нефтяного производства ""Братья Нобель"")";94452.68;114404.49;наб. кан. Грибоедова, 6/2, лит. А;30.327984013; 59.9373917871
3869;Дом Н. Семенова;93140.87;113653.70;"наб. кан. Грибоедова, 62; Садовая ул., 45; Кокушкин пер., 2";30.3144432416; 59.9256501739
3870;Дом С.О. Китнера;93280.72;113272.47;наб. кан. Грибоедова, 79/23, лит. А;30.3076381782; 59.9269214764
3871;Дом А.Н. Бебутовой;92385.48;112802.51;"наб. Крюкова кан., 27, лит. А; пер. Макаренко, 10, лит. А";30.2991623484; 59.9189054484
3872;Дом К.Л. Дворжак;92350.41;112931.37;"наб. Крюкова кан., 28; наб. р. Фонтанки, 141";30.3014631421; 59.9185854314
3873;Особняк А.М. Бракгаузен (Л.К. Эстеррейха);94342.25;111987.24;наб. Лейтенанта Шмидта, 3, лит. А;30.284737963; 59.9365009345
3874;Здание Балтийского вокзала;91041.36;112778.80;наб. Обводного кан., 120, лит. Б;30.2986302041; 59.9068420633
3875;Особняк П.П.Михеева;91317.87;113499.65;наб. Обводного кан., 151;30.3115354706; 59.9092941354
3876;Особняк Т.Дылева (с палисадником);91311.12;113429.61;наб. Обводного кан., 155, лит. А;30.3102831552; 59.9092364991
3877;Дом просветительных учреждений в память 19 февраля 1861 года;91343.29;112522.78;наб. Обводного кан., 181, лит. А;30.2940789026; 59.9095623579
3878;Главное производственное здание Российской бумагопрядильной мануфактуры;91372.67;111286.17;наб. Обводного кан., 223-225, лит. С;30.2719801902; 59.9098734616
3879;Дом Клейнмихель со службой, участком парка и оградой;98766.75;111440.57;Наб. р. Крестовки, 12;30.2752887397; 59.9762342212
3880;Больница для душевнобольных св. Николая Чудотворца (с садом);93173.37;111603.52;наб. р. Мойки, 126, лит. А, Б, Д;30.2777868613; 59.9260241138
3881;"Здание ресторана ""Донон"" (""Павел Донон, Бетан и Татары"") с садом";94663.56;114037.37;наб. р. Мойки, 24, лит. Б;30.3214356266; 59.9393007095
3882;Жилой дом Государственного контролера;93684.76;113192.41;"наб. р. Мойки, 74, лит. А (за исключением помещений: 4-Н, 6-Н, 7-Н, 8-Н, 9-Н, 10-Н, 11-Н, 13-Н, 14-Н; квартир №№ 56, 60, 62, 64, 65, 67, 68, 69, 70, 75)";30.3062399829; 59.9305513136
3883;Воронинские бани;93608.34;113029.20;наб. р. Мойки, 82, лит. В;30.30331498; 59.9298721352
3884;Комплекс зданий Военной Коллегии (Главного военно-судного управления и Николаевского кадетского корпуса);93448.57;112712.77;"наб. р. Мойки, 96; ул. Декабристов, 23";30.2976434201; 59.9284509795
3885;Дом К.Я.Маевского;92629.60;113883.58;наб. р. Фонтанки, 110, лит. А, Б;30.3185097179; 59.9210513557
3886;"Дом жилой И.Форша. Здесь в музыкальном салоне Ю.Ф.Абаза состоялось первое исполнение оперы П.И.Чайковского ""Евгений Онегин""";94130.01;115217.53;наб. р. Фонтанки, 23, лит. А;30.3424970211; 59.934458709
3887;Дом Г.Г.Елисеева;93460.63;114966.06;наб. р. Фонтанки, 64, лит. А;30.3379383069; 59.9284622229
3888;Бывш. 2 дома Олсуфьевых;94940.43;115065.58;наб. р. Фонтанки, д. 14;30.3398536891; 59.9417397175
3889;Подворье Успенского Староладожского женского монастыря;90941.62;111463.34;"Нарвский пр., 1; Старо-Петергофский пр., 29";30.2751146498; 59.905997935
3890;"Мемориал в память обороны города в 1941-1944 гг. - ""Зеленый пояс Славы Ленинграда"". ""Кировский вал"": обелиск, пилоны (два)";81950.41;106569.70;Народного Ополчения пр., у ж.д. ст. Лигово;30.1872102578; 59.8254480845
3891;Дом Веймара;94410.35;113696.11;Невский пр., 10;30.3153095866; 59.9370427185
3892;"Дом, где в помещении конторы и редакции легального большевистского журнала ""Вестник жизни"" в 1906-1907 гг. бывал Ленин Владимир Ильич (кв. 16 и 38)";93941.31;116008.62;Невский пр., 102;30.3566278091; 59.9327275533
3893;Дом, где в 1906 г. находилась явочная квартира РСДРП (б);93886.66;116070.02;Невский пр., 108;30.3577206373; 59.9322340675
3894;"Дом фирмы ""Юнкер и Ко"" (с дворовыми флигелями)";94396.74;113721.68;Невский пр., 12;30.3157657933; 59.9369194675
3895;Дом Чаплиных;94312.47;113774.03;"Невский пр., 13; Большая Морская ул., 9";30.3166949615; 59.9361608511
3896;Школа;94397.29;113752.14;Невский пр., 14;30.3163106719; 59.9369230999
3897;Дома Галунова И.В.;93632.99;116830.71;"Невский пр., 142; 2-я Советская ул., 27; Бакунина пр., 2";30.3712995179; 59.9299196708
3898;Доходный дом Александро-Невской Лавры;93094.47;117326.51;Невский пр., 153, лит. А;30.3801106068; 59.9250609187
3899;Дворец Строгановых;94250.50;113989.02;"Невский пр., 17; Мойки р. наб., 46";30.3205349905; 59.9355953534
3900;Дом Котомина К.Б.;94355.57;113878.31;"Невский пр., 18; Большая Морская ул., 12; Мойки р. наб., 57";30.3185638597; 59.9365432121
3901;Дом Голландской церкви;94331.24;114019.24;"Невский пр., 20; Мойки р. наб., 44; Большая Конюшенная ул., 31";30.3210825061; 59.9363187296
3902;Бывший дом Мертенса (фасады);94235.98;114067.76;Невский пр., 21;30.3219420773; 59.935461601
3903;Храм евангелическо-лютеранский Апостола Петра;94387.63;114175.05;"Невский пр., 22, 24; Большая Конюшенная ул., 14; Малая Конюшенная ул., 9";30.323874325; 59.9368180562
3904;Дом священнослужителей Казанского собора;94222.51;114138.28;"Невский пр., 25; Казанская ул., 1";30.3232022222; 59.935337618
3905;"Дом компании ""Зингер""";94277.25;114285.44;"Невский пр., 28; Грибоедова кан. наб., 21";30.3258391296; 59.9358224721
3906;Серебряные ряды;94154.52;114467.74;Невский пр., 29-31;30.3290888756; 59.9347128104
3907;Дом Союза городов;94362.86;113543.11;Невский пр., 3;30.3125688894; 59.9366229744
3908;Храм римско-католический Святой Екатерины;94296.53;114471.23;"Невский пр., 32, 34; Итальянская ул., 5";30.3291639156; 59.9359872782
3909;Портик Перинной линии;94109.61;114506.26;Невский пр., 35;30.3297738299; 59.9343079975
3910;"Здания акционерного общества ""Европейская гостиница""";94280.84;114535.44;"Невский пр., 36; Михайловская ул., 1; Итальянская ул., 7";30.3303109934; 59.9358435828
3911;Дворец Аничков и Кабинет Его Императорского Величества;93920.64;115069.98;"Невский пр., 39; Островского пл.; Фонтанки р. наб., 31, 33";30.3398388188; 59.9325863116
3912;Дворец Белосельских-Белозерских;93927.56;115334.56;"Невский пр., 41; Фонтанки р. наб., 42";30.3445713187; 59.9326361564
3913;"Дом Страхового Общества ""Россия""";94191.89;114688.63;Невский пр., 44;30.3330429796; 59.9350383208
3914;Дом Московского купеческого банка;94187.40;114723.03;Невский пр., 46;30.3336578448; 59.9349964669
3915;"Здание, где размещался ресторан ""К.П.Палкин""";93876.56;115481.76;"Невский пр., 47; Владимирский пр., 1";30.3471991264; 59.9321715042
3916;Пассаж;94225.74;114767.59;"Невский пр., 48; Итальянская ул., 19";30.3344582944; 59.9353385741
3917;Дом купца А.М.Ушакова;93863.93;115544.86;"Невский пр., 49; Владимирский пр., 2";30.3483264302; 59.9320551698
3918;Международный коммерческий банк;94135.76;114994.72;Невский пр., 58;30.3385124954; 59.9345205971
3919;Санкт-Петербургский Азовский коммерческий банк;94090.92;115066.30;Невский пр., 62;30.3397886231; 59.9341148431
3920;"Дом, где в меблированных комнатах ""Париж"" у Вацлава Вацлавовича Воровского в 1905 г. Владимир Ильич Ленин часто бывал по партийным делам";94049.22;115187.63;"Невский пр., 66; Караванная ул., 28; Фонтанки р. наб., 29";30.3419547889; 59.9337349583
3921;Дом Сухозанета И.О.;94005.81;115398.03;Невский пр., 70;30.3457137461; 59.9333355275
3922;Дом Протасовых (М.В.Воейковой);93998.80;115426.53;Невский пр., 72, лит. А;30.3462228079; 59.9332712729
3923;"Дом, где в квартире Мартова Л. в середине февраля 1897 г. под руководством Ленина Владимира Ильича состоялось совещание членов петербургского ""Союза борьбы за освобождение рабочего класса""";93754.93;116049.97;"Невский пр., 77; Пушкинская ул., 1";30.3573493518; 59.9310526872
3924;Дом Вавельберга М.И. (Банк Санкт-Петербургский торговый), 1911-1912 гг., арх. Перетяткович М.М., ск. Дитрих Л.А., ск. Козлов В.В.;94349.11;113634.64;"Невский пр., 7-9; Малая Морская ул., 1-3";30.3142048866; 59.9364956739
3925;Дом Перкина И. (Сафоновых, Сан-Галли Ф.К.);94414.84;113677.05;Невский пр., 8;30.3149690449; 59.9370838326
3926;Депо Николаевской железной дороги;92245.39;116474.46;Невский пр., 85, лит. БО, ДД;30.3647920985; 59.9174829353
3927;Конторский корпус Николаевского вокзала;93529.80;116263.41;Невский пр., 85, лит. З;30.3611444693; 59.9290216294
3928;Дом Петрово-Соловово (Юсуповой З.Н.);93957.68;115667.56;Невский пр., 86;30.3505296814; 59.9328908212
3929;"Дом, где в меблированных комнатах ""Сан-Ремо"" в 1905 г. жил Ленин В.И.";93903.91;115768.13;Невский пр., 90;30.3523232169; 59.9324034165
3930;Большой Гостиный двор;93985.99;114558.80;"Невский просп., 35; Садовая ул., 17; Ломоносова ул., 4; Перинная линия";30.3307024903; 59.9331960845
3931;Церковь армянская святой Екатерины;94205.46;114640.36;Невский просп., 40, 42;30.3321808515; 59.9351622946
3932;Дом Бурцева с помещением для выставок;94655.51;115744.45;Некрасова ул., 10;30.3519711323; 59.9391505824
3933;Подворье Иоанно-Предтеченского Леушинского монастыря с церковью апостола Иоанна Богослова и часовней;94582.39;116300.57;Некрасова ул., 31;30.3619118102; 59.9384673946
3934;Дом М.Г. Баркона;94627.9921;116319.5952;Некрасова ул., 42, лит. А;30.3622565848; 59.9388757653
3935;Дом П.М. Кумовича;94618.8925;116411.9395;Некрасова ул., 46, лит. А;30.3639075228; 59.9387895486
3936;Жилой комплекс Первого Бассейного товарищества квартирохозяев с территорией и оградами по ул. Некрасова и Греческому пр.;94654.07;116657.92;"Некрасова ул., 58, 60; Греческий пр., 10, 12; Виленский пер., 17; Фонтанная ул., 3, 5";30.3683110467; 59.9390930841
3937;Кладбище Пискаревское;101064.05;119586.75;Непокоренных пр., 72;30.4214309915; 59.9964689809
3938;Братская могила участников Великой Октябрьской социалистической революции и гражданской войны;92794.00;112788.58;Никольская пл. (сквер);30.2989462665; 59.922572739
3939;Собор Николо-Богоявленский (Морской);92799.88;112840.19;Никольская пл., 1/3;30.2998694824; 59.9226234227
3940;Дом Ф. Моровица;92815.11;113004.50;"Никольская пл., 6; наб. кан. Грибоедова, 125";30.3028084446; 59.922753415
3941;Дом, где в 1894-1917 гг. проводились собрания рабочих-марксистов;86509.19;121840.07;Ново-Александровская ул., 23;30.4599962713; 59.8656976027
3942;Дом  призрения Германского благотворительного общества имени императора Вильгельма I;100966.95;115766.13;Новороссийская ул., 46, корп. 2, лит. А;30.3529606435; 59.995798023
3943;Петропавловская крепость;95865.44;113716.69;о.Заячий, Петропавловская крепость;30.315801767; 59.9501021294
3944;Набережные и мосты Крюкова канала;92864.81;112685.48;Оба берега от р. Фонтанки до Адмиралтейского канала;30.2971086076; 59.9232124655
3945;Церковь Воскресения Христова;91187.28;113391.67;Обводного кан. наб., 116;30.3095947557; 59.9081265481
3946;Санкт-Петербургская духовная семинария;92282.88;117497.36;Обводного кан. наб., 15, 17, 19;30.383081547; 59.9177676141
3947;Измайловские провиантские магазины;91326.48;112924.14;Обводного кан. наб., 173;30.3012506829; 59.9093952971
3948;Проходная контора Российской бумагопрядильной мануфактуры;91341.15;111276.82;Обводного кан. наб., 223-225;30.2718107739; 59.9095908927
3949;Хлебные амбары Александро-Невской лавры (5 корпусов);92441.26;118061.36;"Обводного кан. наб., 3, лит. А; Обводного кан. наб., 5, лит. А, Б, В; Обводного кан. наб., 5а, лит. А";30.3931806034; 59.9191595073
3950;Духовная академия;92389.95;117868.47;Обводного кан. наб., 7, 7а, 7б, 11;30.3897268959; 59.9187092009
3951;Газгольдер Главного газового завода Общества столичного освещения;91585.64;114588.96;Обводного кан. наб., 74;30.3310274233; 59.9116501389
3952;Александро-Невское Антониевское духовное училище;92435.31;117741.32;Обводного кан. наб., 9, лит. И;30.3874585961; 59.9191230255
3953;Дом, где находилась Смоленская (Корниловская) вечерне-воскресная школа для рабочих Невской заставы;89691.32;120512.93;"Обуховской Обороны пр., 107, 107-б; Ткачей ул., 2";30.4366833185; 59.8943395138
3954;Церковь Пресвятой Троицы;86277.75;122541.80;Обуховской Обороны пр., 235;30.472491447; 59.8635760011
3955;"Провиантский склад (""Провиантский магазейн"") на Рожке с домом смотрителя и прилегающей территорией";91205.28;119334.91;Обуховской Обороны пр., 26, 28;30.4158092396; 59.9079961306
3956;Памятник В.И. Ленину;90841.01;119552.65;Обуховской Обороны пр., 51;30.4196592462; 59.9047142902
3957;Элеватор акционерного общества Санкт-Петербургских товарных складов, холодильников и элеваторов;92326.03;118177.09;Обуховской Обороны пр., д. 7, лит. А;30.3952372292; 59.9181190746
3958;Мельница-пакгауз акционерного общества Санкт-Петербургских товарных складов, холодильников и элеваторов;92177.34;118132.61;Обуховской Обороны пр., д. 7, лит. В;30.3944262577; 59.9167868794
3959;Элеватор мукомольного завода им. В.И.Ленина;91750.12;117597.56;Обуховской Обороны пр., д. 7, лит. Ж;30.3848174444; 59.9129805816
3960;Памятник революционеру Володарскому В.;87709.65;121302.53;Обуховской Обороны пр., у Володарского моста;30.4505477664; 59.8765055221
3961;Здание вокзала со служебным корпусом с прилегающей территорией;105853.20;112885.30;Озерки ж.д. ст.;30.3017393493; 60.0397823172
3962;Братская могила воинов Советской Армии, погибших в годы Великой Отечественной войны 1941 - 1945 гг.;91506.76;120171.18;Октябрьская наб., 14;30.4307892534; 59.9106541195
3963;Братская могила мирных жителей, погибших в период героической обороны Ленинграда 1941-1944 гг.;91536.88;120151.58;Октябрьская наб., 14;30.4304424511; 59.9109256054
3964;Особняк Веге Г.И.;90706.85;120666.75;Октябрьская наб., 38;30.4395514416; 59.9034453001
3965;"Усадьба Чернова А.И. ""Сосновка""";87653.92;122076.90;Октябрьская наб., 72;30.4643664116; 59.8759573426
3966;"Рабочий городок при ГРЭС ""Красный Октябрь"" (ТЭЦ № 5)";87180.74;122502.76;"Октябрьская наб., 90, к.1, лит.И, к.2, лит.Д, к.3, лит.А, к.4, лит.Р; Октябрьская наб., 92, к.1, лит.К, к.2, лит.Е, к.3, лит.Б; Октябрьская наб., 94, к.1, лит.Л, к.2, лит.Ж, к.3, лит.В; Октябрьская наб., 96, к.1, лит.М, к.2, лит.А, к.3, лит.А";30.4719094381; 59.8716833069
3967;Комплекс построек бумажной фабрики Варгуниных;88639.77;121316.69;"Октябрьская наб., д. 54, лит. В; Б, пом. 1-Н(1-17,20,21,24-27), 2-Н(1-10), 3-Н(1-20); лит. Б, пом. 1-Н(34); лит.С, пом.1-Н(35),2-н(8(в части, прим.к ч.п. 2,7,10)),5-Н(29),6-Н(зап.ч. со вторым светом); вост.ч.лит. Д; лит.О,П; лит.И,4-Н(1,2,11-14),5-Н(1-3)";30.4509135654; 59.8848529817
3968;Комплекс построек бывшей Больницы сестер милосердия св. Георгия Российского общества Красного Креста;96859.70;115093.85;"Оренбургская ул., 4; Пироговская наб., 7";30.3405359323; 59.9589649342
3969;"Усадьба Лопухиной Е.И. (Левашовых, Вяземских) ""Осиновая Роща""";114247.81;110121.09;Осиновая Роща, квартал 138 Осинорощенского лесничества;30.2527178352; 60.1152315674
3970;Сквер на площади Островского;93982.17;114900.90;Островского пл.;30.3368205157; 59.9331463292
3971;Театр Александринский;93830.36;114865.53;Островского пл.;30.3361741564; 59.9317853578
3972;Библиотека Публичная;93996.95;114819.80;"Островского пл., 1, 3; Невский пр., 37; Садовая ул., 16, Крылова пер., 4";30.3353714027; 59.933282681
3973;Дом Общества Московско-Виндаво-Рыбинской железной дороги, 1911-1912 гг., арх. Гречанников А.А.;93757.85;114958.84;Островского пл., 2;30.3378362988; 59.9311302779
3974;Собственный дом архитектора Н.П.Басина;93867.42;114791.57;"Островского пл., 5; Крылова пер., 7";30.3348548062; 59.9321213549
3975;Общество кредитное городское Санкт-Петербургское с дворовым флигелем;93833.54;114778.34;Островского пл., 7;30.3346151384; 59.9318178619
3976;Набережная Адмиралтейского канала;93650.10;112191.90;от Ново-Адмиралтейского канала до Крюкова канала;30.2883447617; 59.9302805101
3977;Ново-Адмиралтейский канал;93663.57;111925.13;От р. Невы до наб. р. Мойки;30.2835750733; 59.9304117451
3978;Набережные и мосты реки Мойки;94071.11;113794.74;От р. Фонтанки до Английского пр. (левый берег) и Крюкова канала (правый берег);30.3170447301; 59.9339936112
3979;Набережная Обводного канала;92065.12;117225.13;От Шлиссельбургского моста до Московской ж.д.;30.3781928445; 59.9158271322
3980;"Усадьба Шуваловых (Воронцовой-Дашковой Е.А.) ""Парголово""";109988.98;112950.42;Парголово 2-е;30.3032478122; 60.0769001054
3981;Две братские могилы советских воинов, погибших в годы Великой Отечественной войны 1941-1945 гг.;107811.64;109774.83;Парголово ж.д. ст., Северное кладбище;30.2460604422; 60.0574757892
3982;Дом А.Г. Демидова (К.К. Шмидта);93699.54;113581.37;пер. Гривцова, 3, лит. А;30.313197147; 59.930667654
3983;Дом Болотникова;93625.06;113257.23;пер. Пирогова, 3, лит. А;30.3073942303; 59.9300127753
3984;Дача;110115.02;110213.07;Первого Мая ул., 31, лит. А;30.2540865215; 60.0781348445
3985;Дача Ю. Буш;106582.89;113104.65;Первомайская ул., 2;30.3057354935; 60.0463225879
3986;Дом К.К.Шмидта;93534.85;117201.03;Перекупной пер., 12/13, лит. А;30.3779119043; 59.9290200155
3987;Дом Ф.Ф.Лумберга;93471.63;117235.15;Перекупной пер., 9, лит. А;30.3785155932; 59.9284508328
3988;Особняк Новинских (комплекс с территорией в границах ограды);98524.68;112615.55;Песочная наб., 10;30.2963109159; 59.9740159975
3989;Усадьба Л.А. Ильина;98327.21;112267.19;"Песочная наб., 24; Даля ул., 2";30.2900574066; 59.9722574328
3990;Вяземский сад;98541.77;112744.67;"Песочная наб.; Вяземский пер.";30.2986244242; 59.9741641847
3991;Дача Фаберже К.Г. (А.К.);114232.73;108960.36;Песочное шоссе, 14;30.2318428637; 60.1151343751
3992;Мемориальный комплекс в честь героической обороны полуострова Ханко в 1941 году;95009.94;115185.31;Пестеля ул., 11;30.3420019994; 59.9423580788
3993;Дом, где жили композиторы: в 1871-1872 гг. - Мусоргский М.П., в 1871-1872 гг. - Римский-Корсаков Н.А., в 1865 г. - Чайковский П.И.;94958.31;115204.53;Пестеля ул., 11;30.3423410657; 59.9418937791
3994;Дом Я.В.Ротькова-Рожнова;94978.55;115250.60;Пестеля ул., 13-15, лит. А, Б;30.3431671069; 59.9420733051
3995;Соляной городок. Здесь в 1870 г. проводилась Всероссийская промышленная выставка;95177.61;115050.74;"Пестеля ул., 2; Фонтанки р. наб., 10; Гангутская ул., 1; Соляной пер., 9, 11";30.3396099632; 59.9438692261
3996;Дом, где жили поэты: в 1831-1833 гг. - Гнедич Н.И., в 1833-1834 гг. - Пушкин А.С.;94966.31;115108.12;Пестеля ул., 5;30.3406170822; 59.9419700443
3997;Дворец Великого князя Николая Николаевича с доходным домом;96162.22;114478.78;Петровская наб., 2;30.3294649197; 59.9527325846
3998;Домик Петра I;96202.70;114560.59;Петровская наб., 6;30.3309325518; 59.953092255
3999;Кировский мост;95707.26;114369.75;Петровская наб., правый берег р. Невы, от Петроградской наб. до Троицкого моста;30.3274735473; 59.9486539125
4000;Набережная императора Петра Великого (ныне Петровская);96158.48;114610.68;Петровская наб., правый берег р. Невы, от Петроградской наб. до Троицкого моста;30.331824972; 59.9526931065
4001;Петровский парк;96397.23;111635.85;Петровский остров;30.2786073491; 59.9549590513
4002;Дом ветеранов сцены им. Савиной М.Г.;97236.71;110396.16;"Петровский пр., 13; ул. Савиной, 1";30.2564792784; 59.9625388306
4003;Комплекс построек товарищества канатной фабрики И. Гота;96867.07;110721.80;Петровский пр., 20, лит. В, Ж, И1, Р, Я;30.2622822597; 59.9592096424
4004;"Солодовня пивовареного завода ""Новая Бавария""";97175.99;110841.20;Петровский пр., 9;30.2644414578; 59.9619781267
4005;Особняк В.И.Гота;96911.89;110909.02;Петровский проспект, дом 20, корпус 3, литера А;30.2656365049; 59.9596052338
4006;Конторское здание пивоваренного завода «Бавария»;97200.65;110724.78;Петровский проспект, дом 9, литера А;30.262359244; 59.9622036199
4007;Набережная Петроградская;97115.36;114783.32;Петроградская наб. - левый берег р. Большой Невки, от Петровской наб. до р. Карповки наб.;30.335001014; 59.9612738361
4008;Училищный дом им. Петра Великого;96481.98;114837.49;Петроградская наб., 2;30.3359131525; 59.9555864388
4009;Особняк Шредера К.И.;97187.71;114731.01;Петроградская наб., 32;30.3340712032; 59.9619255885
4010;Казармы Гренадерского полка;97745.00;114434.78;"Петроградская наб., 44; Чапаева ул., 24-30; Казарменный пер., 1; Карповки р. наб., 2";30.3288181398; 59.9669408766
4011;"Крейсер ""Аврора"", возвестивший 25 октября (7 ноября) 1917 г. начало Октябрьской революции";96470.04;114944.36;Петроградская наб., у дома 2;30.3378246946; 59.9554743923
4012;Дом, в котором в 1902-1929 и 1933-1936 годах жил историк Н.П. Лихачев;97365.36;112370.21;Петрозаводская ул., д. 7, лит. А;30.29182619; 59.9636202128
4013;Здание Института инженеров Гражданского воздушного флота;80368.26;112820.15;Пилотов ул., д. 18, корпус 4, литера А;30.2985104927; 59.8110416344
4014;Памятник писателю Грибоедову А.С.;92678.67;114662.69;Пионерская пл.;30.3324432228; 59.9214574395
4015;"Производственные корпуса трикотажной фабрики ""Красное знамя""";97048.3789;111981.4561;Пионерская ул., 53, лит. А;30.2848426174; 59.9607903097
4016;"ТЭЦ фабрики ""Красное знамя""";97089.91;111806.69;Пионерская ул., 55;30.2817175167; 59.961169784
4017;Здание Дворянского полка;96842.71;111935.89;Пионерская ул., д. 28, лит. А;30.284011214; 59.9589460655
4018;Дом, где жил Глинка Михаил Иванович в 1836-1837 гг. и в 1840-1841 гг.;93505.75;113069.95;"Пирогова пер., 8; Фонарный пер., 3 (кв. 1, 38 - б. кв. 1)";30.3040352948; 59.9289496501
4019;Особняк и заводоуправление лесопильного завода и льноджутовой мануфактуры Лебедева Д.Н.;97403.10;114971.55;Пироговская наб., 17;30.3383966226; 59.9638478708
4020;"Особняк и заводоуправление Механического завода ""Людвиг Нобель"" с зимним садом";97584.67;114980.59;Пироговская наб., 19;30.3385750659; 59.965477145
4021;Дом и особняк полковника Ф.Г. Козлянинова с садом, палисадником, оградой;93303.26;112094.99;Писарева ул., 10-12;30.2865848688; 59.927171175
4022;Особняк А.Ф. Евментьева;93221.36;112070.00;Писарева ул., 16, лит. А;30.2861316842; 59.9264370396
4023;Декорационный магазин и зал Дирекции Императорских театров (исторические фасадные стены);93081.91;112066.94;Писарева ул., д. 20, лит. А;30.2860662033; 59.9251855054
4024;Водонапорная башня Охтинской бумагопрядильной мануфактуры;96736.70;118774.78;Пискаревский пр., 3, центральная часть лит. Д;30.406405588; 59.957674644
4025;Городская больница им. Петра Великого с парком (тридцать три корпуса);99551.53;120302.57;Пискаревский пр., 47;30.4340798376; 59.982851978
4026;Станция метро “Балтийская” (с перронным залом);91080.38;112832.54;пл. Балтийского вокзала, 1, лит. А;30.2995937244; 59.9071901163
4027;Здание Коммунального банка;94221.74;114590.81;пл. Искусств;30.3312960653; 59.9353106441
4028;Съезжий дом 4-й Адмиралтейской (Коломенской) части;92180.01;111755.02;"пл. Репина, 1/201; наб. кан. Грибоедова, 139";30.2804206695; 59.9171023357
4029;Станция метро “Нарвская” (с перронным  залом);90398.68;111452.11;пл. Стачек, 2, лит. А;30.2748737315; 59.901125099
4030;Дом В.А. Вонлярлярского;93946.10;112379.59;пл. Труда, 2, лит. А;30.2917245754; 59.9329299219
4031;Набережные и мосты Екатерининского канала (ныне канала Грибоедова);93250.60;113149.48;По обоим берегам Грибоедова канала, от р. Мойки до р. Фонтанки;30.305436459; 59.9266562376
4032;"Дом, где жили: в 1845-1846 гг. поэт Некрасов Николай Алексеевич (кв. 7); в 1853-1854 гг. революционный демократ, писатель и публицист Чернышевский Николай Гаврилович (кв. 6); в 1855-1860 гг. писатель Тургенев Иван Сергеевич";93561.88;115706.92;Поварской пер., 13, кв. 6 и 7;30.3511960936; 59.9293364178
4033;Дом В.В. Васильевой;92249.5646;114078.2552;Подольская ул., 1-3-5, лит. А;30.321957156; 59.9176318585
4034;Здания при Латышской лютеранской церкви Христа Спасителя;92290.78;114125.19;"Подольская ул., 2; Загородный пр., 64";30.3227997704; 59.9179997427
4035;Главное здание военно-автомобильной школы;92581.77;114628.60;Подъездной пер., 4, лит. А;30.3318250711; 59.920589237
4036;Особняк Соловейчик с участком парка;98810.75;111601.93;Полевая аллея, 1;30.2781816919; 59.9766230954
4037;Особняк Мельцера с участком парка;98893.78;111652.29;Полевая аллея, 8;30.2790898173; 59.9773664357
4038;Институт Санкт-Петербургский Политехнический императора Петра Великого;102091.84;117032.03;"Политехническая ул., 29; Гидротехников ул.; Гжатская ул.; Фаворского ул.";30.3757580166; 60.0058319021
