№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес
2701;Первый кадетский корпус. Здесь в июне 1917 г. состоялся I Всероссийский съезд рабочих и солдатских депутатов;112547.63;94668.51;Съездовская линия, 1
2702;Дом Брюллова А.П. (Сюзора П.Ю.);112135.98;95285.67;"Съездовская линия, 21; Тучков пер., 16"
2703;Дом жилой Первого кадетского корпуса с садом;112310.66;94963.41;Съездовская линия, 3
2704;Дом жилой Первого кадетского корпуса;112248.08;95048.93;Съездовская линия, 5
2705;Церковь Святой Великомученицы Екатерины;112024.47;95446.30;"Съездовская линия, между домами 27 и 29; Тучков пер., между домами 22 и 24"
2706;Церковь;112047.71;95439.58;"Съездовская линия, между домами 27 и 29; Тучков пер., между домами 22 и 24"
2707;Ограды (две);112074.16;95456.41;"Съездовская линия, между домами 27 и 29; Тучков пер., между домами 22 и 24"
2708;Часовни (две);112014.22;95441.62;"Съездовская линия, между домами 27 и 29; Тучков пер., между домами 22 и 24"
2709;Ограда;117173.44;94857.72;Таврическая ул.
2710;Дом И.И. Дернова;117228.75;95479.81;Таврическая ул., 35, лит. А
2711;Дом А.С. Хренова;117215.15;94925.19;Таврическая ул., 5, лит. А
2712;Дом И.Ф. Хреновой;117222.69;94966.59;Таврическая ул., 7, лит. А
2713;Ограда каменная;117187.30;95569.67;Таврическая ул., 8
2714;Сад;117055.70;94757.83;Таврическая ул., Госпитальная ул.
2715;Доходный дом Обольяниновых;117225.30;95557.60;Таврическая ул., д. 37, лит. А
2716;Машинное отделение № 6 с котельной;117187.55;95798.45;Таврическая ул., д.10, литера А
2717;Гидросистема Таврического сада;117021.93;95448.88;Таврический сад
2718;Плотина;116966.10;95582.71;Таврический сад
2719;Фонтан;116981.37;95309.18;Таврический сад
2720;Мосты (два);117091.12;95368.52;Таврический сад
2721;Народный дом Паниной С.В.;115713.53;91336.90;"Тамбовская ул., 63; Прилукская ул., 24"
2722;Молитвенный дом Знамения Пресвятой Богородицы старообрядческой общины Поморского согласия;117352.81;95569.07;Тверская ул., 8
2723;Звонница;117351.65;95546.09;Тверская ул., 8
2724;Ограда;117340.44;95540.15;Тверская ул., 8
2725;Сад;117347.90;95542.26;Тверская ул., 8
2726;Молитвенный дом;117353.59;95554.46;Тверская ул., 8
2727;Дом жилой;117378.07;95595.57;Тверская ул., 8
2728;Дача Постельса;111510.82;98970.70;Театральная аллея, 4
2729;Памятник композитору Глинке М.И.;112740.61;93101.77;Театральная пл.
2730;Памятник композитору Римскому-Корсакову Н.А.;112683.31;93224.75;Театральная пл.
2731;Консерватория;112738.82;93172.93;Театральная пл., 3
2732;"Здание амбулатории фабрики ""Красный ткач""";121372.52;89213.08;Тельмана ул., 10, лит. АИ
2733;Парк с озерами: Большое (Осинорощинское), Глухое, Малое и Среднее (Дворцовое);110087.63;114012.67;Территория в границах усадьбы
2734;Лесная молочная ферма Ю.Ю. Бенуа (комплекс с хозяйственными постройками, парком с прудами в границах пр. Науки, Светлановского пр., ул. Веденеева и Тихорецкого пр.);116724.39;103507.96;Тихорецкий пр., 9а, в,г
2735;Дача Ю.Ю. Бенуа;116683.55;103412.83;Тихорецкий пр., 9а, в,г
2736;Коровник;116722.17;103595.67;Тихорецкий пр., 9а, в,г
2737;Памятник В.И. Чапаеву;116851.18;102683.82;Тихорецкий пр., у дома 1
2738;Собор Феодоровской иконы Божией Матери, Преподобного Михаила Малеина и Святого Благоверного князя Александра Невского;116655.82;93187.54;"Товарный пер., 1-б; Полтавская ул., 7"
2739;Собор;116682.63;93188.99;"Товарный пер., 1-б; Полтавская ул., 7"
2740;Звонница;116650.17;93201.91;"Товарный пер., 1-б; Полтавская ул., 7"
2741;Ограда;116660.97;93237.46;"Товарный пер., 1-б; Полтавская ул., 7"
2742;Здание гимназии им. Наследника цесаревича Алексея Николаевича;114666.20;93524.38;Торговый пер., 2а, лит. А
2743;Ансамбль Тракторной улицы;111554.23;90078.89;"Тракторная ул., 1/10, 2/8, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15; Стачек пр., 6, 12; Метростроевцев ул., 2; здание без номера северо-западнее дома по Тракторной ул., 2"
2744;Сквер на пл. Революции;114275.53;96153.41;Троицкая пл.
2745;Здание аптеки и первого больничного здания с оградой по пр. Москвиной;112969.63;92109.74;Троицкий пр. (б. пр. Москвиной)
2746;Александровская больница для рабочего населения в память 19-го февраля 1861 г. Комплекс с территорией, садом, оградами и постаментом от несохранившегося бюста имп. Александра II;112994.91;92127.54;"Троицкий пр., 1-3 (б. пр. Москвиной); Фонтанки р. наб., 132"
2747;Часовня у Троицкого собора;113080.43;92082.50;"Троицкий пр., 1-3 (б. пр. Москвиной); Фонтанки р. наб., 132"
2748;Солдатская казарма;113018.33;92012.88;Троицкий пр., 4, лит. Б
2749;Солдатская казарма;113108.77;92016.04;Троицкий пр., 4, лит. В
2750;Дом, в котором в 1895 г. у М.А. Сильвина под руководством Ленина происходили встречи петербургских марксистов;112806.31;92073.48;Троицкий пр., 5 (б. пр. Москвиной)
2751;Здание мастерских Н.Е. Фрейберга (Глебовой);112963.98;92004.40;"Троицкий пр., 6; 13-я Красноармейская ул., б/н"
2752;Садик во дворе тюрьмы;113577.91;95679.49;Трубецкой бастион
2753;Баня во дворе тюрьмы;113574.44;95683.29;Трубецкой бастион
2754;Дворец Великого князя Николая Николаевича (Ксенинский институт);112408.59;93874.93;"Труда пл., 4; Конногвардейский бульв., 19-23; Галерная ул., 22, 24, 24-б; Замятин пер., 5-7"
2755;Дворец;112453.25;93888.46;"Труда пл., 4; Конногвардейский бульвар, 23; Галерная ул., 24-б"
2756;Квартира, в которой жил композитор и музыковед Асафьев Борис Владимирович в 1933-1943 гг.;112545.62;93803.43;"Труда пл., 6; Конногвардейский бульвар, 6; Якубовича ул., 5; Конногвардейский пер., 1 (кв. 23)"
2757;Служебный флигель офицерского корпуса;112628.35;93593.28;"Труда ул., 10, Конногвардейский пер., 5; Большая Морская ул., 67"
2758;Казармы с конюшнями;112519.52;93675.66;"Труда ул., 8, Якубовича ул., 26; Конногвардейский пер., 3"
2759;ДОТ № 108 рубежа «Ижора»;110756.52;86210.10;у ворот Красненького кладбища
2760;Жилой дом;113590.60;103361.36;"Удельный пр., 2; Скобелевский пр., 20"
2761;Дом Л.Р. Шредер;111788.72;92717.84;ул. Володи Ермака, 2/34б
2762;ДОТ № 78 рубежа «Ижора»;114416.04;85530.05;ул. Гастелло, возле д. 15
2763;ДОТ № 77 рубежа «Ижора»;114630.61;85548.29;ул. Гастелло, д. 17
2764;Здание Главного Кригс-Комиссариата (Интендантские склады);112633.68;93344.51;"ул. Глинки, 2, лит.А в кап.конструк.1,2 и 3эт., за исключ.пом.14-Н-21-Н, 22-Н(7-12), 13-Н(6); 26-Н(1-13,22(в части,примыкающ.к ч.п.12)), 27-Н, 28-Н, 47-Н(9-11), 32-Н, 31-Н(1-12,18(в части,примыкающ.к ч.п.12)), 33-Н(7-15,16(в части,примыкающ.к ч.п.7-13))"
2765;"Дом Мордвиновых (с фонтаном ""Девушка с кувшином и путти"" и оградой курдонера)";112759.34;93046.96;ул. Глинки, 4, лит. А
2766;Дом Е.Н. Сухомлиной (П.П. Баранова);113667.13;91703.00;"ул. Егорова, 18; 5-я Красноармейская ул., 12-14; 6-я Красноармейская ул., 9-13"
2767;Здание Попечительства Императорского человеколюбивого общества для сбора пожертвований на ремесленное образование бедных детей;113688.90;91433.92;ул. Егорова, 26а, лит. А, Б
2768;Триумфальные пилоны в честь защитников Ленинграда в годы Великой Отечественной войны (два);123487.05;96999.20;ул. Коммуны, дом 51, сооружение 1, литера А, дом 50, сооружение 1, литера. А
2769;Жилой дом Степанова В.Ф.;115624.13;92467.41;ул. Константина Заслонова, 8, лит. А, за исключением помещений Л-1 (1, 4, 18), 2-Н (1), 3-Н (1, 2, 24)
2770;Дом Клокачева, в котором жили А.С. Пушкин (в 1817-1820 годах) и К.И. Росси (в 1840-х годах);112132.02;92123.35;"ул. Лабутина, 36; наб. р. Фонтанки, 185"
2771;ДОТ № 75 рубежа «Ижора»;115570.74;85188.03;ул. Типанова, возле д. 25
2772;Дом Е.С. Мясоедова (Н.В. Оболенской-Нелединской-Мелецкой);115704.50;95499.52;ул. Чайковского, 20, лит. Б1
2773;Императорская Николаевская детская больница;113457.58;98496.42;ул. Чапыгина, 13
2774;Сад;113521.30;98522.46;ул. Чапыгина, 13
2775;Главное здание с курдонером;113469.99;98493.64;ул. Чапыгина, 13, лит. А
2776;Особняк А. Нейдгарта;116481.29;95218.91;ул.Салтыкова-Щедрина, 40 (Кирочная ул., 40)
2777;Дом М.Ф. Руадзе (А.И. Павловой);115277.80;93573.78;улица Рубинштейна, дом 13, литера А
2778;Набережная Университетская;112845.98;94684.65;Университетская наб. - правый берег р. Большой Невы, от Дворцового моста до моста Лейтенанта Шмидта
2779;Устой береговой Исаакиевского наплавного моста;112755.33;94628.36;Университетская наб. - правый берег р. Большой Невы, от Дворцового моста до моста Лейтенанта Шмидта
2780;Пристань со сфинксами фараона Аменхотепа III;112324.76;94395.34;Университетская наб. - правый берег р. Большой Невы, от Дворцового моста до моста Лейтенанта Шмидта
2781;Набережная;112773.02;94640.00;Университетская наб. - правый берег р. Большой Невы, от Дворцового моста до моста Лейтенанта Шмидта
2782;Манеж и флигель;112718.25;94697.78;"Университетская наб. 13; Филологический пер., 2, 4"
2783;Дворец императора Петра II;112766.27;94734.64;Университетская наб., 11
2784;Усадьба Меншикова А.Д. (Первый кадетский корпус);112603.92;94661.73;"Университетская наб., 13, 15; Съездовская линия, 1, 3, 5; Филологический пер., 2, 4"
2785;Сад с оградой;112198.96;94590.12;Университетская наб., 17, 3-я линия В.О., 2, 4-я линия В.О., 1-3
2786;Главное здание;112284.02;94463.36;Университетская наб., 17, лит. Ц
2787;Садовый корпус с портиком;112172.21;94650.84;"Университетская наб., 17; 3-я линия В.О., 2; 4-я линия В.О., 1, лит. Б"
2788;Академия художеств;112272.00;94486.47;"Университетская наб., 17; 3-я линия В.О., 2; 4-я линия В.О., 1-3"
2789;Дом Трезини Д. с флигелями и служебным корпусом;112158.81;94413.00;"Университетская наб., 21; Академический пер., 4"
2790;Кунсткамера;113074.29;94899.52;Университетская наб., 3
2791;Главное здание;112998.53;94828.00;Университетская наб., 5
2792;Академия наук;112981.42;94855.63;"Университетская наб., 5; Менделеевская линия, 1; Биржевой пр., Таможенный пер., 2"
2793;Здание Двенадцати Коллегий;112790.98;94917.82;"Университетская наб., 7; Менделеевская линия, 2, лит. А"
2794;Императорский Санкт-Петербургский университет;112778.76;94899.52;"Университетская наб., 7-9; Менделеевская линия, 2"
2795;Сад ботанический;112627.25;94932.92;"Университетская наб., 7-9; Менделеевская линия, 2"
2796;Здание Физического института;112731.02;94921.87;Университетская наб., 7-9-11, лит. Ш, помещение 3-Н (2-19, 36-55, 56-91, 110, 111, 115, 118, 119, 125, 128, 130, 131, 143-201, 213, 214, 220, 221, 227, 231, 238-278, 291-293, 317, 322-385, 424-432)
2797;Флигель ректорский;112846.56;94759.64;Университетская наб., 9, лит. Б
2798;"Корпус для игры в мяч (""жедепом"")";112760.77;94837.03;Университетская наб., 9, лит. О (во дворе)
2799;Заводоуправление;111014.43;95850.62;Уральская ул., 1, лит. В
2800;Производственный корпус с водонапорной (часовой) башней;111092.06;95844.70;Уральская ул., 1, лит. В
2801;Санкт-Петербургский трубочный завод;111130.44;95868.12;Уральская ул., 1, лит. В, М, У, Ч, Щ
2802;Здание мастерских;110998.84;95916.04;Уральская ул., 1, лит. М
2803;Меднолитейная мастерская;111078.92;95883.79;Уральская ул., 1, лит. У
2804;Сборочно-снаряжательная мастерская;111125.32;96023.01;Уральская ул., 1, лит. Ч
2805;Дом для сторожей;111071.83;95803.20;Уральская ул., 1, лит. Щ
2806;Главный дом;119668.21;94177.26;Уткин пр., 2
2807;"""Уткина дача""";119705.11;94181.76;Уткин пр., 2, 2а
2808;Сад;119679.42;94189.53;Уткин пр., 2, 2а
2809;Корпус служебный;119735.73;94183.51;Уткин пр., 2а
2810;Здание железнодорожной станции «Дача Долгорукова»;120858.51;94103.98;"участок ж.д. ""р.Оккервиль - пр.Косыгина"", литера К"
2811;Дача с территорией;73950.71;123782.22;Ушково пос., Пляжевая ул., 10, корп. 2
2812;Дача с территорией;74258.03;123842.96;Ушково пос., Пляжевая ул., 10, корп. 3
2813;Имения Акционерного общества «Каунис и Тойвола»;74230.83;123819.89;"Ушково пос., Пляжевая ул., 10; Дачная ул.; Пионерская ул., корп.2, 3"
2814;Дом призрения душевнобольных имп. Александра III (комплекс построек с территорией, парком);113070.75;103955.80;Фермское шоссе, 36
2815;Павильон для тихих благородного звания;113225.02;103976.89;Фермское шоссе, 36, корп. 12
2816;Павильон для тихих простого звания;113234.58;103930.09;Фермское шоссе, 36, корп. 13
2817;Павильон для 30 своекоштных пансионеров-женщин;113221.79;103878.75;Фермское шоссе, 36, корп. 15
2818;Индивидуальный корпус;113161.47;103835.25;Фермское шоссе, 36, корп. 17
2819;Пансионерский корпус для 60 больных женщин;113112.71;103863.09;Фермское шоссе, 36, корп. 18
2820;Корпус для больных женщин;113167.50;103950.50;Фермское шоссе, 36, корп. 19
2821;Корпус для больных мужчин;113144.78;104068.92;Фермское шоссе, 36, корп. 21
2822;Пансионерский дом для 48 больных мужчин;113053.61;104112.91;Фермское шоссе, 36, корп. 22
2823;Силовая станция;113020.55;103984.18;Фермское шоссе, 36, корп. 28
2824;Центральная прачечная;113022.45;103941.94;Фермское шоссе, 36, корп. 29
2825;Удельное земледельческое училище (комплекс с территорией, парком);113419.57;103386.58;Фермское шоссе, 36, корп. 49
2826;Церковь св. целителя Пантелеймона;113249.49;104027.75;Фермское шоссе, 36, корп. 5а
2827;"Скульптурная группа ""Тритон"" и фонтанные фигуры ""Черепаха"" (четыре)";91238.94;88504.44;"Фонтан ""Тритон"""
2828;Кофейный домик;114896.81;95400.70;Фонтанки р. наб.
2829;Летний дворец Петра I;114848.46;95548.48;Фонтанки р. наб.
2830;Аллея лип;115036.66;94798.93;Фонтанки р. наб.
2831;Мост Инженерный Второй;115067.58;94760.29;Фонтанки р. наб.
2832;Набережные со спусками;114113.76;92937.41;Фонтанки р. наб. - по обоим берегам р. Фонтанки, от Дворцовой наб. и Кутузова наб. до Подзорного канала и р. Большой Невы у взморья
2833;Набережные и мосты реки Фонтанки;113435.29;92469.10;Фонтанки р. наб. - по обоим берегам р. Фонтанки, от Кутузова наб. до Подзорного канала и р. Большой Невы
2834;Измайловский сад;113568.04;92433.85;Фонтанки р. наб., 114
2835;Дворец с флигелями;113679.45;92734.35;Фонтанки р. наб., 115
2836;Павильон;113528.36;92737.20;Фонтанки р. наб., 115
2837;Дворец Юсуповых;113696.07;92724.97;"Фонтанки р. наб., 115; Садовая ул., 50-а"
2838;Усадьба Державина Г.Р.;113449.90;92414.63;Фонтанки р. наб., 118
2839;Главный дом. Здесь в 1791-1816 гг. жил поэт Державин Г.Р.;113433.34;92411.22;Фонтанки р. наб., 118
2840;Ограда;113436.15;92450.81;Фонтанки р. наб., 118
2841;Сад;113487.12;92280.88;Фонтанки р. наб., 118
2842;Флигели (два);113494.61;92432.40;Фонтанки р. наб., 118
2843;Главное здание с 6 флигелями, два здания кухни и прачечной;112993.09;92199.22;Фонтанки р. наб., 132
2844;Палисадник;112438.40;91829.26;Фонтанки р. наб., 144
2845;Сад;112473.93;91990.61;Фонтанки р. наб., 144
2846;Экспедиция заготовления государственных бумаг;112467.05;91927.68;"Фонтанки р. наб., 144, 144-а; Рижский пр., 3, 5, 7, 9, 11"
2847;Подстанция трансформаторная;112414.00;91959.32;Фонтанки р. наб., 144, корп. 19
2848;Корпуса производственные и служебные, казармы рабочих (девять зданий);112407.87;91903.75;"Фонтанки р. наб., 144, корп. 2, 4, 7, 8, 11, 20; Фонтанки р. наб., 144-а, лит. В, лит. В1, лит. В2; Рижский пр., 5, лит. А, Рижский пр. 7, корп. 1"
2849;Весовая;112199.75;92009.79;Фонтанки р. наб., 144, корп. 33
2850;Типография;112263.95;91992.32;Фонтанки р. наб., 144, корп. 37
2851;Заводоуправление и служебный корпус;112454.23;91928.87;Фонтанки р. наб., 144, лит. Ж, З
2852;Ограда;112396.81;92000.20;"Фонтанки р. наб., 144; Рижский пр., 5, 7"
2853;Перестройка главного здания больницы и 2-этажная пристройка для паровых котлов;111966.36;91940.81;Фонтанки р. наб., 152
2854;Елизаветинская клиническая больница с территорией и садом;111989.39;91979.78;"Фонтанки р. наб., 152; Рижский пр., 21"
2855;"Часовня (местоположение не установлено). Мемориальная доска на здании по Рижскому пр.: ""Б.Елизаветинская клиническая больница для малолетних детей. Основана в 1844 г. В 1917 г. переименована в детскую больницу""";111998.80;91796.16;"Фонтанки р. наб., 152; Рижский пр., 21"
2856;Одноэтажные службы и 3 корпуса;112027.84;91974.84;"Фонтанки р. наб., 152; Рижский пр., 21"
2857;Крестовоздвиженская община сестер милосердия;111877.39;92010.95;"Фонтанки р. наб., 154; Циолковского ул., 1"
2858;Главное здание по наб.р.Фонтанки;111876.33;92021.24;"Фонтанки р. наб., 154; Циолковского ул., 1"
2859;3 флигеля;111907.47;91961.50;"Фонтанки р. наб., 154; Циолковского ул., 1"
2860;Доходный дом К.Н. Капустина;112554.37;92190.98;"Фонтанки р. наб., 159; Климов пер., 9"
2861;Архив;115159.65;94902.77;Фонтанки р. наб., 16
2862;Здание Департамента полиции;115125.49;94922.05;Фонтанки р. наб., 16
2863;"Особняк (""Шефский дом"")";115094.34;94904.09;Фонтанки р. наб., 16
2864;Особняк Кочубея В.П. (комплекс зданий Министерства внутренних дел);115149.65;94914.92;"Фонтанки р. наб., 16; Пестеля ул., 9"
2865;Здание Благородного пансиона, где в 1818-1820 гг. учился композитор Глинка М.И. Здесь преподавал декабрист Кюхельбекер В.К., учились декабристы Глебов М.Н. в 1818-1821 гг., Плещеев А.А. в 1818-1820 гг. и др. представители общественной и культурной жизни;111488.36;91949.39;Фонтанки р. наб., 164
2866;Дом Пашковых;115116.16;94858.87;Фонтанки р. наб., 18
2867;"Дом Неклюдова П.В. (дом Министерства Императорского Двора, ""дом Голицына""). Здесь жили: в 1812-1824 гг. - историк Тургенев А.И. и в 1816-1824 гг. - декабрист Тургенев Н.И.";115158.23;94814.97;Фонтанки р. наб., 20
2868;Дворец Нарышкина Д.П. (Шуваловой С.Л.);115231.03;94173.01;"Фонтанки р. наб., 21; Итальянская ул., 39"
2869;Дом, где жили: в 1880-е-1890-е гг. - поэт Полонский Я.П., в 1888-1892 гг. - композитор Чайковский П.И.;115226.40;94725.44;Фонтанки р. наб., 24
2870;Дом, где жили: в 1814-1825 гг. - декабристы Муравьевы Н.М. и А.М., в 1814-1816 гг. - живописец Кипренский О.А., в 1816-1818 гг. - историк Карамзин Н.М.;115226.06;94101.72;Фонтанки р. наб., 25
2871;Дом Мижуева;115249.26;94682.01;Фонтанки р. наб., 26
2872;Дом Зимина Г. (Шаховской М.А.);115190.12;94076.51;"Фонтанки р. наб., 27; Караванная ул., 26"
2873;Кабинет;115160.12;93948.46;Фонтанки р. наб., 31
2874;Ворота между Кабинетом и конюшнями;115172.00;93872.41;Фонтанки р. наб., 31, 33
2875;Конюшни;115126.45;93841.65;Фонтанки р. наб., 33, лит. А
2876;Дворец Шереметевых;115452.33;94347.77;Фонтанки р. наб., 34
2877;Флигель галерейный;115403.95;94295.35;Фонтанки р. наб., 34
2878;Дворец;115385.75;94351.49;Фонтанки р. наб., 34
2879;Флигель кухонный;115380.53;94414.82;Фонтанки р. наб., 34
2880;Флигель дворовый южный;115369.79;94297.56;Фонтанки р. наб., 34
2881;Флигель садовый южный. Здесь в сер. 1920-х-1940 гг. и в 1944-1952 гг. жила поэт Ахматова А.А.;115446.93;94290.53;Фонтанки р. наб., 34
2882;Ограда с воротами;115335.03;94355.40;Фонтанки р. наб., 34
2883;Сад;115417.50;94348.58;Фонтанки р. наб., 34
2884;Павильоны (два);115349.06;94303.62;Фонтанки р. наб., 34
2885;Фонтан  (фундаменты);115474.89;94347.20;Фонтанки р. наб., 34, сад, главная аллея
2886;Институт Екатерининский;115427.10;94188.25;Фонтанки р. наб., 36
2887;Институт;115374.62;94195.67;Фонтанки р. наб., 36
2888;Сад;115430.18;94184.32;Фонтанки р. наб., 36
2889;"Дом, где жили: в 1854-1856гг. писатель Тургенев Иван Сергеевич;в 1855-1856гг. писатель Толстой Лев Николаевич;в 1857-1858 гг. революц.демократ, лит.критик и публицист Добролюбов Николай Александрович(кв.31);в 1891-1918гг. композитор Кюи Цезарь Антонович";115373.59;94084.89;Фонтанки р. наб., 38
2890;Дом, где жили: в 1837 г. актриса Асенкова Варвара Николаевна, до 1843 г. издатель Краевский Андрей Александрович (кв. 47), в 1842-1846 гг. революционный демократ, писатель и литературный критик Белинский Виссарион Григорьевич (кв. 55, 48, 47, 43);115361.41;94044.04;"Фонтанки р. наб., 40; Невский пр., 68"
2891;Дом Ильиных (Кочневой О.А.);115018.61;93716.80;Фонтанки р. наб., 41
2892;Корпус по набережной реки Фонтанки (с церковью преподобного Сергия Радонежского с часовней);115290.53;93890.13;Фонтанки р. наб., 44, лит. А
2893;Подворье Троице-Сергиевой лавры;115292.54;93895.95;"Фонтанки р. наб., 44, лит. А; Рубинштейна ул., 3"
2894;Дом Дубянских (Зиновьева Н.В., Карловой Н.Ф.);115263.42;93813.08;Фонтанки р. наб., 46
2895;Дом жилой;115273.17;93842.28;Фонтанки р. наб., 46
2896;Сад;115281.02;93808.39;Фонтанки р. наб., 46
2897;Фонтан;115280.93;93810.51;Фонтанки р. наб., 46
2898;Ограда с воротами;115250.00;93825.84;Фонтанки р. наб., 46
2899;Бывший дом Толстого (фасады);115195.17;93562.29;Фонтанки р. наб., 54
2900;Дом, где с 1916 г. жила и в 1955 г. умерла актриса Корчагина-Александровская Екатерина Павловна (кв.20);114851.02;93538.54;"Фонтанки р. наб., 55 ; Ломоносова пл., 6, кв. 20"
2901;"Училище правоведения. Здесь в ХIХ в. учились композиторы Серов А.Н. и Чайковский П.И., музыкальный критик Стасов В.В.; в ноябре 1917 г. состоялся чрезвычайный Всероссийский съезд Советов крестьянских депутатов";114994.68;95402.60;"Фонтанки р. наб., 6; Чайковского ул., 1"
2902;Малый театр (театр А.С.Суворина);114553.51;93356.21;Фонтанки р. наб., 65
2903;Особняк Паниных;115199.41;94443.88;"Фонтанки р. наб., 7; Караванная ул., 4"
2904;Главное казначейство;114834.54;93337.95;Фонтанки р. наб., 70-72
2905;Ссудная касса и казармы Министерства финансов, управление Государственных сберегательных касс;114801.75;93299.06;Фонтанки р. наб., 74
2906;Министерство финансов;114778.83;93250.32;Фонтанки р. наб., 74, 76, 78
2907;Сберкасса Государственного банка;114835.66;93208.47;Фонтанки р. наб., 76
2908;Здание Государственного банка;114745.09;93281.22;Фонтанки р. наб., 78
2909;Дом Кукановой А. (Кладо Л.М.);114328.27;93196.35;"Фонтанки р. наб., 79; Гороховая ул., 50"
2910;Дом Яковлевых (Евментьева А.Ф.);114275.72;93138.16;"Фонтанки р. наб., 81; Гороховая ул., 57"
2911;Дом кн. З.Н. Юсуповой с флигелями и фонтаном во дворе;114229.78;93083.46;Фонтанки р. наб., 85
2912;Дом Лебедева;114207.98;93078.80;Фонтанки р. наб., 87
2913;Казармы местных войск;114489.15;93091.02;Фонтанки р. наб., 90, корп. 1-3, 8
2914;Главный корпус;114475.02;93111.43;Фонтанки р. наб., 90, корп. 1-3, 8
2915;Флигели (четыре);114482.25;93048.30;Фонтанки р. наб., 90, корп. 1-3, 8
2916;Дом Устинова К. (Петровых);114360.98;92973.77;"Фонтанки р. наб., 92; Гороховая ул., 59"
2917;"Дом, где в 1906 г. помещалась типография товарищества ""Дело"", печатавшая газеты ""Волна"", ""Вперед"", ""Новая волна"", ""Эхо""";114286.83;92922.90;Фонтанки р. наб., 96, кв. 54
2918;Дома Полторацкой С.М. (три);114046.52;92934.12;Фонтанки р. наб., 97, 99, 101
2919;Гаванец (фундаменты);114854.75;95530.89;Фонтанки р. наб., у южного фасада Летнего дворца
2920;Мост Пестеля на Фонтанке;114974.88;94978.38;Фонтанки р. наб., через р. Фонтанку по Пестеля ул.
2921;Ограда;115752.75;95297.51;Фурштатская ул.
2922;Приют Сергиевского православного братства;115944.61;95290.58;Фурштатская ул., 19
2923;Дом Зайцевой Н.Н.;115868.74;95371.70;Фурштатская ул., 20
2924;Особняк Кочубея В.С.;115930.17;95369.23;Фурштатская ул., 24
2925;Квартира, в которой в 1873-1883 гг. жил композитор Римский-Корсаков Николай Андреевич;116335.88;95290.68;Фурштатская ул., 33, кв. 9
2926;Дом, где в 1917-1918 гг. находилось центральное бюро петроградских профсоюзов;116232.41;95367.82;Фурштатская ул., 40
2927;Дом, где в 1887-1895 гг. жил писатель Лесков Н.С.;116415.47;95353.38;Фурштатская ул., 50
2928;Дом Варгунина К.А.;116453.27;95375.73;Фурштатская ул., 52
2929;Дом жилой с флигелями;116451.27;95366.73;Фурштатская ул., 52
2930;Ворота;116437.54;95339.01;Фурштатская ул., 52
2931;Особняк Спиридонова Н.В.;116539.90;95367.24;Фурштатская ул., 58
2932;Главный дом;116525.95;95352.84;Фурштатская ул., 58
2933;Сад;116510.62;95348.18;Фурштатская ул., 58
2934;Флигель с зимним садом;116550.34;95352.58;Фурштатская ул., 58
2935;Флигель с конюшней и экипажным сараем;116537.60;95376.75;Фурштатская ул., 58
2936;Ограда;116515.28;95337.93;Фурштатская ул., 58
2937;Дом Спиридонова Н.В. с флигелем;116565.73;95356.85;Фурштатская ул., 60
2938;Особняк Матавкина (С.С.Боткина) (с оградой);116583.99;95361.57;Фурштатская ул., 62/9, лит. А
2939;Дом, где в 1907 г. жил Бонч-Бруевич В.Д.;117073.07;93603.96;Херсонская ул., 1
2940;Квартира, в которой жил историк академик Бонч-Бруевич Владимир Дмитриевич;117123.80;93575.16;Херсонская ул., 5-7, кв. 9
2941;Александровские ворота Охтинских пороховых заводов;122570.59;97947.95;Химиков ул., 20, соор. 1, лит. А
2942;Ваза;110870.97;99032.69;Центральная аллея парка
2943;Ваза с барельефом;110870.97;99032.69;Центральная аллея парка
2944;Ваза с рельефом;110870.97;99032.69;Центральная аллея парка
2945;"Статуя ""Галина Уланова""";110870.97;99032.69;Центральная аллея парка
2946;"Статуя ""Дискобол""";110870.97;99032.69;Центральная аллея парка
2947;"Статуя ""Метательница диска""";110870.97;99032.69;Центральная аллея парка
2948;Бывш. дом Бутурлиной;115349.74;95537.25;Чайковского ул., 10
2949;Особняк Строгановой А.Д.;115379.02;95447.93;"Чайковского ул., 11; Моховая ул., 2"
2950;Новый придворно-служительский дом;115095.40;95495.94;Чайковского ул., 2/7, лит. А
2951;Придворно-прачечный дом с придворно-прачечным заведением;114956.57;95505.81;Чайковского ул., 2/7, лит. А
2952;Особняк Кельха А.Ф. (Александрова И.М.) с дворовыми флигелями;115892.43;95510.97;Чайковского ул., 28
2953;Особняк Трубецкого П.Н. (Нарышкиных) с дворовыми флигелями;115754.30;95437.42;"Чайковского ул., 29; Друскенинкский пер., 2"
2954;Особняк Кочубея Л.В. (Нечаева-Мальцева Ю.С.) с дворовыми флигелями;115939.28;95514.15;Чайковского ул., 30
2955;Дом Челищева (Мануса);115796.66;95438.85;Чайковского ул., 31
2956;Дом Вейнера П.П.;116104.54;95517.51;"Чайковского ул., 38; Чернышевского пр., 9"
2957;Дом Кокошкина;115242.78;95506.66;"Чайковского ул., 4; Гагаринская ул., 8"
2958;Особняк А.С. Юрьевича;115935.98;95437.74;Чайковского ул., 45, лит. А
2959;Дом Барятинских (Великой княгини Ольги Александровны);116317.54;95524.84;Чайковского ул., 46-48
2960;Дом жилой с флигелями;116308.89;95511.04;Чайковского ул., 46-48
