№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
2389;"Павильон ""Озерки"" (Розовый павильон)";90321.13;86175.76;Самсоновский бассейн;59.9005962402;29.8232428095
2390;Жилой дом;112000.15;98768.15;Санаторная аллея, 10;60.0952895855;30.0485206179
2391;Дом Марша (Казанское подворье);111536.37;94237.88;Санкт-Петербург, 13-я линия В.О., д.10, литера А;60.0911315714;29.9671030955
2392;Жилой дом с участком парка;112056.33;98958.85;Санкт-Петербург, 1-я Березовая аллея, 45;60.0957925354;30.0519488217
2393;Дом Долгоруковых;112173.66;95088.24;"Санкт-Петербург, 1-я линия В.О., дом 30, литера А (1-я линия, 30; Репина ул., 31)";60.0968545251;29.9823814351
2394;Арестантское отделение;110829.10;94150.76;Санкт-Петербург, 21-я линия В.О., д.12, литера А;60.0847830495;29.9655441744
2395;Служебный флигель;110809.80;94128.21;Санкт-Петербург, 21-я линия В.О., д.12, литера Д;60.0846097149;29.9651392007
2396;Городской училищный дом в память 19 февраля 1861 года;110734.30;94086.09;Санкт-Петербург, 22-я линия В.О., д. 7;60.0839318594;29.9643831668
2397;Канатный цех с водонапорной башней завода «Красный гвоздильщик»;110839.12;93470.04;Санкт-Петербург, 25-я линия В.О., 6, корпус 1, литера Б;60.0848692115;29.9533134902
2398;Заводоуправление Сталепрокатного завода;110684.37;93749.19;Санкт-Петербург, 25-я линия В.О., 8, литера А;60.083481932;29.9583307793
2399;Дом П.Я. Бекеля;112105.91;94996.02;Санкт-Петербург, 2-я линия В.О., д. 23, литера А;60.0962461997;29.9807242635
2400;Здание женской рукодельной хозяйственной школы им. А.Г.Елисеева;111834.53;95154.17;Санкт-Петербург, 4-я линия В.О., д. 27/20, литера А;60.0938108124;29.9835679769
2401;Ларинская гимназия;111829.26;94818.61;Санкт-Петербург, 6-я линия В.О., д. 15, литера А;60.093762614;29.9775373231
2402;Здание гимназии;111820.98;94823.56;Санкт-Петербург, 6-я линия В.О., д. 15, литера А;60.093688312;29.9776263353
2403;Дом директора с флигелем;111848.13;94798.90;Санкт-Петербург, 6-я линия В.О., д. 15, литера А;60.0939319208;29.977182977
2404;Флигель с домовой церковью св. Татьяны;111852.05;94839.74;Санкт-Петербург, 6-я линия В.О., д. 15, литера А;60.0939672307;29.9779169327
2405;Фонтан;111830.56;94826.29;Санкт-Петербург, 6-я линия В.О., д. 15, литера А;60.0937743058;29.9776753399
2406;"Станция метро ""Пушкинская"" (с перронным залом)";114511.10;92576.30;Санкт-Петербург, Адмиралтейский район, Загородный пр., д. 52а, литера А;60.1178204139;29.9371926038
2407;Адмиралтейская труба (Подземное гидротехническое сооружение середины - второй половины XIX в.);112848.92;94040.64;Санкт-Петербург, Адмиралтейский район, Конногвардейский бульвар, проезд Декабристов, Александровский сад;60.1029114469;29.9635454874
2408;Дом Фокина;111596.27;92567.12;Санкт-Петербург, Адмиралтейский район, Мясная ул., дом 3, литера А;60.0916582796;29.937077608
2409;"Церковь Успения Пресвятой Богородицы ""Спас на Сенной""";113976.60;93318.90;Санкт-Петербург, Адмиралтейский район, Сенная пл., д.40, литера А;60.1130287025;29.9505555552
2410;Здание Театра им. Ленинского комсомола;113541.37;96483.76;Санкт-Петербург, Александровский парк, дом 4, литера Т;60.1091314253;30.0074667293
2411;Лицевой корпус Литера А с двумя дворовыми корпусами;113848.56;98094.70;Санкт-Петербург, Аптекарский пр., д.6, лит.А;60.1118838597;30.0364350199
2412;Комплекс зданий Пересыльной тюрьмы;117237.56;92413.35;Санкт-Петербург, Атаманская ул., 3/6, литеры Б, В, Д;60.142290231;29.9342129283
2413;Здание бань Е.В.Овчинникова (фасадная стена);112952.49;96749.11;Санкт-Петербург, Большая Пушкарская улица, дом 22, литера А;60.1038455853;30.0122358952
2414;Богадельня лютеранской церкви Св. Петра;111175.81;94158.73;Санкт-Петербург, Большой пр. В.О., д. 48/12, литера А;60.0878949925;29.9656841149
2415;Школа и приют лютеранской церкви Св. Екатерины;111231.31;94338.38;Санкт-Петербург, Большой пр. В.О., д. 55, литеры А, Б;60.088393938;29.9689117343
2416;Полицейский дом;110851.27;94102.31;Санкт-Петербург, Большой пр. В.О., д. 71, литера А;60.0849818059;29.9646734545
2417;Здания полицейского управления и пожарной команды Васильевской части;110829.29;94104.62;"Санкт-Петербург, Большой пр. В.О., д.71, литера А; д.73, литеры А, Б, В; 21-я линия В.О., д.12, литеры А, Д";60.0847845349;29.964715171
2418;Ограда;110828.87;94069.95;"Санкт-Петербург, Большой пр. В.О., д.71, литера А; д.73, литеры А, Б, В; 21-я линия В.О., д.12, литеры А, Д";60.0847805964;29.9640922561
2419;Пожарное отделение;110805.68;94073.37;Санкт-Петербург, Большой пр. В.О., д.73, литера А;60.0845724706;29.964153931
2420;Учебно-сушильная башня;110777.55;94104.14;Санкт-Петербург, Большой пр. В.О., д.73, литера Б;60.0843201386;29.9647070466
2421;Конюшня;110774.52;94112.68;Санкт-Петербург, Большой пр. В.О., д.73, литера В;60.0842929839;29.9648605126
2422;Василеостровский сад;110443.41;94082.92;"Санкт-Петербург, Большой пр. В.О; Средний пр. В.О.; 25-я линия В.О.; Клубный пер.";60.081320951;29.9643290523
2423;Бульвар Большого проспекта Васильевского Острова;111552.69;94451.75;Санкт-Петербург, Большой проспект Васильевского острова;60.0912789587;29.9709463263
2424;Дом Е.С. и М.Б.Трофимовых;113962.33;92118.38;Санкт-Петербург, Бронницкая ул., д. 1-3, литера А;60.1128907598;29.9289675232
2425;Здание Физико-химического института Высших женских (Бестужевских) курсов;111400.09;94988.53;Санкт-Петербург, Василеостровский район, Средний пр. В.О., д.41, лит.А;60.0899110779;29.9805934154
2426;Сад;111712.43;97996.95;Санкт-Петербург, Вязовая улица, дом 4;60.0927114791;30.0346572954
2427;Здание Санкт-Петербургского Гребного общества (с садом);111737.86;97939.17;Санкт-Петербург, Вязовая улица, дом 4, литера А;60.0929399925;30.0336191383
2428;Здание Санкт-Петербургского Гребного общества;111717.73;97942.83;Санкт-Петербург, Вязовая улица, дом 4, литера А;60.0927592986;30.0336847311
2429;Дом Ф.М. Скляева (особняк Г.Ф. Менгдена, Запасной дом Зимнего дворца);113900.32;95034.20;Санкт-Петербург, Дворцовая наб., д. 30, литера А;60.1123520355;29.9814012886
2430;Административный дом;117355.37;94669.99;Санкт-Петербург, Дегтярный пер., д. 3, литера А;60.143361648;29.974828124
2431;Рождественский парк второй очереди городского трамвая;117368.85;94685.15;Санкт-Петербург, Дегтярный пер., д. 3, литера А, д. 5, литера А;60.1434826891;29.9751008969
2432;Трансформаторная подстанция;117395.45;94712.37;Санкт-Петербург, Дегтярный пер., д. 5, литера А;60.1437215282;29.9755906536
2433;Обуховская больница;114003.81;92748.64;Санкт-Петербург, Загородный проспект, дом 47, литеры А, Б, В, Д, И, Л, М;60.1132686797;29.9403004291
2434;Дом врача (Здание общежития Института усовершенствования врачей);118544.53;93195.62;"Санкт-Петербург, Заневский пр., д. 1/82, часть литеры А (Малоохтинский пр., 82; Заневский пр., 1)";60.1540271344;29.9482740603
2435;Дом К.А. Шрейбера;116582.81;95559.18;Санкт-Петербург, Захарьевская улица, дом 41, литера А;60.136429673;29.9908346645
2436;Дом В.Голубина. В 1911-1932 годах  жил архитектор И.А.Фомин;112009.00;95496.46;Санкт-Петербург, Кадетская линия, д. 29, литера А;60.0953774035;29.9897191158
2437;Дом Р.И.Берштейна (с курдонером и оградой);113124.37;98244.12;Санкт-Петербург, Каменноостровский пр., д. 54, лит. А;60.1053831323;30.0391142092
2438;"Сборочная мастерская автомобильной фабрики ""Русский Рено""";114942.94;99297.00;Санкт-Петербург, Кантемировская ул., д. 11, лит. А;60.1216987755;30.0580718125
2439;Подворье Пюхтицкого Успенского женского монастыря  с церковью иконы Божией Матери Тихвинской;109650.69;93684.73;Санкт-Петербург, Карташихина ул., д.1-3, литера А;60.074203726;29.957184764
2440;Фабрика – кухня Путиловской верфи;109640.25;87646.23;Санкт-Петербург, Кировский район, Корабельная ул., д. 6, литера ЕЮ;60.0740302589;29.8487259218
2441;Дом Л.Ф. фон Гауфа;113726.43;94284.55;Санкт-Петербург, Кирпичный переулок, дом 4, литера А;60.1107886817;29.9679225322
2442;"Здание заводоуправления Товарищества табачной фабрики ""А.Н.Шапошников и Ко""";113976.03;91883.67;Санкт-Петербург, Клинский пр., д. 25, литера А;60.1130113845;29.9247465957
2443;Особняк Г.К.Мессонье;109659.02;92954.04;Санкт-Петербург, Кожевенная линия, 38, литера А;60.0742735694;29.9440604712
2444;Кондратьевский жилмассив;117477.41;98063.80;Санкт-Петербург, Кондратьевский проспект, 40;60.1444546495;30.0359146048
2445;Котельная с механической прачечной;117384.71;98098.57;Санкт-Петербург, Кондратьевский проспект, 40;60.1436224554;30.0365395352
2446;Здание Калининского универмага;117579.49;98083.92;Санкт-Петербург, Кондратьевский проспект, 40;60.1453707653;30.0362777594
2447;Территория с зоной благоустройства;117462.05;98052.07;Санкт-Петербург, Кондратьевский проспект, 40;60.1443168433;30.0357033208
2448;Жилые здания;117477.41;98063.80;Санкт-Петербург, Кондратьевский проспект, 40;60.1444546495;30.0359146048
2449;Дом Т.П. Павловой;117033.33;93554.43;Санкт-Петербург, Конная ул., д. 8, лит. А;60.1404658195;29.9547531204
2450;Особняк В.И. Левтеевой;111082.89;98423.90;Санкт-Петербург, Константиновский пр., д. 21;60.087058811;30.0423229848
2451;"Парк ""Марьина гора"" (Усадьба ""Мариоки"")";70628.41;123724.60;Санкт-Петербург, Курортный район, пос. Молодежное, территория между Средневыборгским и Приморским шоссе;59.7230364099;30.4915312215
2452;Дом М.П. Кудрявцевой;115020.75;93394.13;Санкт-Петербург, Ломоносова ул., 16, литера А;60.1224009551;29.9518946375
2453;Комплекс жилых домов (6 зданий);118705.26;92932.58;"Санкт-Петербург, Малоохтинский пр., 84, лит. А;  Малоохтинский пр.86, лит. А; Малоохтинский пр. 88, лит. А; Малоохтинский пр. 92, лит. А; Малоохтинский пр. 94, лит. А; Малоохтинский пр. 96/2, лит. А";60.1554678134;29.9435355793
2454;Дом Н.В.Чайковского;115889.12;94799.86;Санкт-Петербург, Маяковского ул., 36-38, литера А;60.1302018067;29.9771748744
2455;Дворец пушнины;113963.70;90267.27;Санкт-Петербург, Московский проспект, д.98, литера В;60.112880951;29.8956801295
2456;Пищевой комбинат с фабрикой-кухней;114032.71;89340.17;Санкт-Петербург, Московский проспект, дом 114, литера Б;60.1134861319;29.8790064085
2457;Богадельня;114172.59;89611.83;"Санкт-Петербург, Московский район, Черниговская ул., д. 5, литера А (Черниговская ул., 5; Лиговский пр., б/№ (корпус по Черниговской ул.)";60.1147460045;29.8838871567
2458;Товарный пакгауз (южный) Варшавского вокзала;113385.38;90660.77;Санкт-Петербург, наб. Обводного канала, д. 118, к. 3, лит. Г4;60.1076956482;29.9027715315
2459;Поворотный круг  Варшавского вокзала;112580.19;90701.70;"Санкт-Петербург, наб. Обводного канала, д.118 (адрес земельного участка - Санкт-Петербург, участок ж/д ""Балтийский вокзал-М.Митрофаньевская ул."", участок 2)";60.1004692106;29.9035286204
2460;Здание электростанции Санкт-Петербургской станции Санкт-Петербургско-Варшавской железной дороги;113188.00;90914.35;Санкт-Петербург, наб. Обводного канала, д.118а, литера АЕ;60.1059273444;29.9073357741
2461;Особняк В.П. Стаценко;110049.67;98690.78;Санкт-Петербург, наб.Мартынова, д.60, литера А;60.0777834996;30.0471052119
2462;Доходный дом и издательство С.М. Проппера;112193.38;93729.40;"Санкт-Петербург, набережная Адмиралтейского канала, дом 15, литера А (Галерная ул., 40; Адмиралтейского кан. наб., 15)";60.0970259721;29.957957879
2463;Жилой дом Александро-Невского Антониевского духовного училища;117717.62;92457.05;Санкт-Петербург, набережная Обводного канала, дом 9, корп. 2, литера Л;60.1465993729;29.9349909251
2464;Дом Корлякова;113250.77;98104.10;Санкт-Петербург, набережная реки Карповки, дом 27, литера А;60.1065183509;30.0365981366
2465;Постройки мебельно-столярной фабрики Ф.А.Мельцера;113297.80;98147.32;Санкт-Петербург, набережная реки Карповки, дом 27, литера Б, Б4;60.106940253;30.0373756608
2466;Здание кинематографа «Гранд-Палас»;113227.67;98152.11;Санкт-Петербург, набережная реки Карповки, дом 27, литера Г;60.106310777;30.037461071
2467;"Дом А.Я.Шагина (Зыковых), где располагалась редакция журнала ""Русская старина""";112842.64;92289.73;Санкт-Петербург, набережная реки Фонтанки, дом 145б, литера А;60.1028426115;29.9320695771
2468;"Тяговая подстанция ""Центральная"" (№ 11), обеспечившая восстановление трамвайного движения в блокадном Ленинграде";115109.07;94640.72;Санкт-Петербург, набережная реки Фонтанки, дом 3а, лит. А;60.1231999584;29.97431716
2469;"Главный корпус торгового дома ""Братья Елисеевы""";114955.01;94106.41;"Санкт-Петербург, Невский пр., д.56, лит. А2; Малая Садовая ул., д.8";60.1218149654;29.9647074707
2470;Торговый дом «Братья Елисеевы» (театральные и торговые помещения);114973.53;94132.73;"Санкт-Петербург, Невский пр., д.56; Малая Садовая ул., д.8 (юго-восточная, северная и дворовая части здания)";60.1219813175;29.9651807187
2471;Приют для престарелых девиц и вдов имени Н. и М. Тепловых;119022.41;94452.42;Санкт-Петербург, Новочеркасский проспект, д. 8, корп. 3;60.1583232578;29.9708987444
2472;Дом владельца;121286.77;88811.55;Санкт-Петербург, Октябрьская наб., д. 50, литера А;60.1785853595;29.8692417187
2473;Дымовая труба;121332.32;88978.06;Санкт-Петербург, Октябрьская наб., д. 50, литера А;60.1789971188;29.8722403477
2474;"Комплекс построек фабрики товарищества шерстяных изделий ""Торнтон""";121318.05;88919.32;Санкт-Петербург, Октябрьская наб., д. 50, литера А, подлитеры А-5, А-6, А-15;60.178868014;29.8711824446
2475;Главный производственный корпус с водонапорной башней;121333.53;88935.25;Санкт-Петербург, Октябрьская наб., д. 50, литера А, подлитеры А-5, А-6, А-15;60.179007232;29.871468934
2476;Казарма;115033.81;89577.26;Санкт-Петербург, Парковая улица, дом 7, литера Б;60.1224753087;29.8832380473
2477;Караульный дом;115015.86;89506.18;Санкт-Петербург, Парковая улица, дом 7, литера К;60.1223130633;29.8819600673
2478;Главное здание;115221.32;89559.99;Санкт-Петербург, Парковая улица, дом 7, литера М;60.1241580226;29.8829214128
2479;Здание канцелярии;115189.50;89565.16;Санкт-Петербург, Парковая улица, дом 7, литера П;60.1238725058;29.883015429
2480;Жилой корпус;115165.28;89534.31;Санкт-Петербург, Парковая улица, дом 7, литера Р;60.1236546277;29.8824612649
2481;Комплекс построек Офицерской воздухоплавательной школы;115039.93;89587.33;Санкт-Петербург, Парковая улица, дом 7, литеры Б, К, М, П, Р;60.1225303985;29.8834189877
2482;Дом директора станции;114789.81;96646.12;Санкт-Петербург, Пеньковая ул., д. 8/6, литера А;60.1203365963;30.0103894645
2483;Здание фильтров и отстойников;114715.33;96522.29;Санкт-Петербург, Пеньковая ул., д. 8/6, литера Б;60.1196682541;30.0081620404
2484;Здание озонной и электрической станций;114773.75;96544.75;Санкт-Петербург, Пеньковая ул., д. 8/6, литера Б;60.1201925771;30.0085661404
2485;Здание мастерских;114777.32;96609.01;Санкт-Петербург, Пеньковая ул., д. 8/6, литера В;60.120224542;30.0097219547
2486;Комплекс построек Фильтроозонной станции;114721.18;96523.15;Санкт-Петербург, Пеньковая ул., д. 8/6, литеры А, Б, В;60.1197207598;30.0081775211
2487;"Дом управляющего Акционерного общества нефтеперегонных заводов ""Ропс и К"" с садом";109790.80;97360.51;Санкт-Петербург, Петровская коса, дом 9, литера Б;60.075466306;30.0232075779
2488;"Дом управляющего Акционерного общества нефтеперегонных заводов ""Ропс и К""";109786.78;97343.33;Санкт-Петербург, Петровская коса, дом 9, литера Б;60.0754302775;30.0228989655
2489;Сад;109827.51;97375.44;Санкт-Петербург, Петровская коса, дом 9, литера Б;60.0757957514;30.0234759826
2490;Левашовский хлебозавод. Здесь выпекали хлеб в годы блокады Ленинграда 1941-1944 годов;111941.40;97615.48;Санкт-Петербург, Петроградский район, Барочная ул., дом 4а, литера А;60.0947682086;30.0278034584
2491;"Дом культуры Промкооперации (быв. ""Спортинг-Палас"" А.И. Башкирова» (Дворец культуры имени Ленсовета)";113336.12;97730.44;Санкт-Петербург, Петроградский район, Каменноостровский пр., дом 42, литера А;60.1072860841;30.029880819
2492;Здание богадельни и школы Ф.М. Садовникова и С.Г. Герасимова;112947.67;98691.05;Санкт-Петербург, Петроградский район, Каменноостровский проспект, дом 66, лит. А;60.1037945581;30.0471469986
2493;"Производственный корпус с водонапорной башней товарищества ""Братья Н. и В. Леонтьевы и К°""";111159.34;97265.67;Санкт-Петербург, Петроградский район, Пионерская ул., д. 50, литера Г;60.0877499708;30.0215119668
2494;Здание Дворянского полка;111935.89;96842.71;Санкт-Петербург, Пионерская ул., д. 28, лит. А;60.0947209164;30.0139148074
2495;Здание фабрично-заводской школы;116460.30;101753.64;Санкт-Петербург, Политехническая ул., д. 22, лит. А;60.1352911094;30.1023019967
2496;Дом Ц.А.Кавоса;112606.74;92513.20;Санкт-Петербург, Садовая ул., д. 73, литера А;60.1007272983;29.9360909949
2497;Доходный дом Успенской церкви;114007.19;93345.45;Санкт-Петербург, Садовая, дом 40, литера Б;60.113303441;29.9510325802
2498;Особняк Р. Круга;110566.57;95694.08;Санкт-Петербург, Смоленки р. наб., д.19-21, литера А;60.0824310695;29.9932736475
2499;"Захоронение основателя Санкт-Петербургского цирка Гаэтано  Чинизелли и его семьи: 1. Захоронение Г. Чинизелли (1815-1881 гг.), надгробный памятник; 2. Захоронение Вильгельмины Анны Чинизелли (1817-1886 гг.), надгробный памятник; 3. Захоронение Франциски";110143.58;95867.30;Санкт-Петербург, Смоленское лютеранское кладбище, наб. реки Смоленки, д. 27, уч. 77;60.078634634;29.9963861298
2500;Вагонный сарай;110603.13;94587.19;Санкт-Петербург, Средний пр. В.О., 77, литера А;60.0827566725;29.973387202
2501;Василеостровский вагонный парк Санкт-Петербургского электрического трамвая (Василеостровский трамвайный парк);110609.67;94618.03;"Санкт-Петербург, Средний пр. В.О., 77, литера А, Б, В; 79, литера А, Б";60.0828154839;29.9739412264
2502;Вагонный сарай;110579.78;94628.15;Санкт-Петербург, Средний пр. В.О., 77, литера Б;60.0825472412;29.9741232547
2503;Вагонный сарай;110556.11;94668.69;Санкт-Петербург, Средний пр. В.О., 77, литера В;60.082334932;29.9748517547
2504;Особняк В.В.Тиса (с флигелем и соединяющей аркой);112528.58;96293.14;Санкт-Петербург, Съезжинская улица, дом 3, литера А;60.1000412659;30.0040382699
2505;Здание Сытного рынка;113351.21;96623.29;Санкт-Петербург, Сытнинская ул., д.5, литера А;60.1074244837;30.0099750247
2506;Дом-коммуна Общества бывших политкаторжан и ссыльнопоселенцев;114419.39;96152.27;Санкт-Петербург, Троицкая пл., дом 1, литера А;60.1170122792;30.0015067229
2507;Дом А.Б.Фитингофа;112557.69;93348.94;Санкт-Петербург, ул. Глинки, дом 1, литера А;60.1002934786;29.9511147178
2508;Здание еврейского ремесленного училища;112334.83;93060.53;"Санкт-Петербург, ул. Декабристов, д. 42; Лермонтовский пр., д. 2";60.0982911709;29.9459336873
2509;Комплекс построек Главного управления государственного коннозаводства и Санкт-Петербургской аукционной конюшни;115987.90;94514.46;Санкт-Петербург, ул. Маяковского, дом 15, литера А;60.1310874095;29.9720392435
2510;Здание Главного управления государственного коннозаводства;115939.66;94512.24;Санкт-Петербург, ул. Маяковского, дом 15, литера А;60.1306544244;29.9719996716
2511;Аукционная конюшня;115976.59;94491.68;Санкт-Петербург, ул. Маяковского, дом 15, литера А;60.130985809;29.9716294664
2512;Выводной манеж;115969.33;94513.18;Санкт-Петербург, ул. Маяковского, дом 15, литера А;60.1309207301;29.972016356
2513;Служебный флигель (северный);115974.45;94533.07;Санкт-Петербург, ул. Маяковского, дом 15, литера А;60.1309667603;29.9723741828
2514;Служебный флигель (восточный);116006.26;94512.18;Санкт-Петербург, ул. Маяковского, дом 15, литера А;60.1312521903;29.9719980797
2515;Особняк В.В. Ефремовой (Н.Е. Нарышкиной);115269.43;95455.47;Санкт-Петербург, ул. Моховая, д. 1/9, литера Д (лицевой корпус);60.1246413249;29.9889724107
2516;"Дом страхового общества ""Россия""";115040.54;92625.04;Санкт-Петербург, ул. Правды, д. 22, литера А;60.1225728059;29.9380602354
2517;Дома Каменноостровского товарищества для устройства постоянных квартир;113843.56;98132.83;Санкт-Петербург, ул. Профессора Попова, д. 4, Аптекарский пр., д. 6;60.111838793;30.0371206176
2518;Служебный корпус Литера Б с двумя соединительными арками;113813.94;98147.07;Санкт-Петербург, ул. Профессора Попова, д. 4, лит. Б;60.1115728673;30.0373763796
2519;Металлическая ограда;113879.80;98129.54;"Санкт-Петербург, ул. Профессора Попова, д. 4, лит. Б; Аптекарский пр., д. 6";60.1121640814;30.0370618205
2520;Лицевой корпус Литера В;113853.47;98149.22;Санкт-Петербург, ул. Профессора Попова, д. 4, лит.В;60.1119276577;30.03741544
2521;Каменная ограда;113846.31;98117.16;"Санкт-Петербург, ул. Профессора Попова, д. 4; Аптекарский пр., д. 6";60.1118635538;30.0368388698
2522;Палисадник;113873.24;98131.66;"Санкт-Петербург, ул. Профессора Попова, д.4; Аптекарский пр., д.6";60.1121051915;30.0370998765
2523;Больница в память Императора Александра II Санкт-Петербургского благотворительного общества последователей гомеопатии;113843.94;97395.74;Санкт-Петербург, ул. Рентгена, д. 8, лит. А;60.1118452316;30.0238663951
2524;Здание больницы;113841.82;97397.34;Санкт-Петербург, ул. Рентгена, д. 8, лит. А;60.1118261984;30.0238951524
2525;Сад с оградой;113791.87;97352.56;Санкт-Петербург, ул. Рентгена, д. 8, лит. А;60.1113780138;30.023089616
2526;Палисадник с оградой и памятником В.К. Рентгену;113857.43;97375.63;Санкт-Петербург, ул. Рентгена, д. 8, лит. А;60.1119663751;30.0235048658
2527;Дом купца Скрябина Калинкинского пивоваренного завода;110939.78;91591.34;Санкт-Петербург, ул. Степана Разина, д. 9, литера Б;60.0857564099;29.9195564441
2528;Бондарная мастерская Калинкинского пивоваренного завода;110828.55;91681.10;Санкт-Петербург, ул. Степана Разина, д. 9, литера Г;60.0847590361;29.9211716072
2529;Производственный корпус (лицевой фасад с дымовой трубой) Калинкинского пивоваренного завода;110856.73;91676.49;Санкт-Петербург, ул. Степана Разина, д. 9, литера Ф;60.0850119168;29.9210881727
2530;Здание бродильного цеха Калинкинского пивоваренного завода;110999.97;91491.18;Санкт-Петербург, ул. Степана Разина, д.8а, литера Б;60.0862955369;29.9177554592
2531;Лечебные павильоны (три);113515.97;98558.19;Санкт-Петербург, ул. Чапыгина, д.13  литеры З, И, К;60.1088961596;30.044765398
2532;Водонапорная башня Новых городских скотобоен;113710.20;90665.48;Санкт-Петербург, ул.Красуцкого, дом 3, литера В;60.1106111279;29.9028476079
2533;"Дом И.П.Лесникова (здание «Русского товарищества ""Нефть""»)";115487.61;95425.92;Санкт-Петербург, ул.Чайковского, 17, литера А;60.126599548;29.98844014
2534;Здание приюта для детей-идиотов и эпилептиков Братства во имя Царицы Небесной с примыкающей часовней при домовой церкви Божией Матери Всех Скорбящих Радости;113002.53;96639.97;Санкт-Петербург, улица Воскова, дом 1, литера А;60.1042948828;30.0102739703
2535;Дома С.П.Горсткина;114109.43;93010.94;"Санкт-Петербург, улица Ефимова, дом 5, литера А; улица Ефимова, дом 6, литера А";60.1142187224;29.9450156776
2536;Жилой дом;114150.53;93037.70;"Санкт-Петербург, улица Ефимова, дом 5, литера А; улица Ефимова, дом 6, литера А";60.1145878148;29.9454962935
2537;Жилой дом;114105.10;93000.11;"Санкт-Петербург, улица Ефимова, дом 5, литера А; улица Ефимова, дом 6, литера А";60.1141797771;29.9448209857
2538;"Здание электромеханического завода ""Н.К.Гейслер и К""";112820.73;95933.99;Санкт-Петербург, улица Яблочкова, дом 12, литера А;60.1026634885;29.9975821931
2539;Здание паровой прачечной с сушильней;112679.35;94703.24;Санкт-Петербург, Университетская наб., 13, литера Б;60.1013922367;29.9754581658
2540;Дом А.Черкасского (Риттеров);112145.92;94382.01;"Санкт-Петербург, Университетская наб., 23, литера А (помещения: Л-1; 1-Н (1-12); 2-Н; 4-Н; кв. № 1; кв. № 2 (1-8; 11-15); кв. № 16; кв. № 17; кв. № 18)";60.0966032222;29.9696881259
2541;Здание Химической лаборатории;112581.94;95031.15;Санкт-Петербург, Университетская набережная, дом 7-9-11, литера Ц;60.100518905;29.9813532208
2542;Сарай для императорских поездов Варшавского вокзала;113372.03;90124.81;"Санкт-Петербург, участок ж/д ""Варшавский вокзал - М.Митрофаньевская ул."", лит.Б";60.1075683796;29.8931356063
2543;Товарная контора Варшавского вокзала;113420.59;91029.89;"Санкт-Петербург, участок ж/д ""Варшавский вокзал - М.Митрофаньевская ул."", лит.Л";60.1080163954;29.909407272
2544;Строгановский сад;113239.01;99605.58;"Санкт-Петербург, Ушаковская наб. между домами 9, корпус 1, литера А; 9, корпус 2 и 17/1, литеры А, В";60.1064026342;30.0635929221
2545;Военно-морская академия имени А.Н.Крылова;113004.75;99681.99;Санкт-Петербург, Ушаковская наб., д. 17/1, литера А;60.1042993694;30.0649625622
2546;Удельный парк;113402.39;102299.40;"Санкт-Петербург, Фермское шоссе, 21; Аккуратова ул.; Испытателей пр.; Энгельса пр.; Богатырский пр.";60.1078370148;30.1120296398
2547;Здание цирка Г.Чинизелли;115137.73;94586.09;Санкт-Петербург, Фонтанки р. наб., 3, литера А;60.1234569995;29.9733342643
2548;Церковь Рождества Христова на Песках;116915.03;94162.84;Санкт-Петербург, Центральный  район, 6-я Советская улица, дом 19, литера А;60.1394073309;29.9657040603
2549;Санкт-Петербургский частный коммерческий банк;113509.78;94380.05;Санкт-Петербург, Центральный район, Невский пр., 1/4, литера А;60.1088445484;29.969641546
2550;Комплекс зданий Центральной научно-технической лаборатории военного ведомства;116871.08;94746.70;"Санкт-Петербург, Центральный район, Парадная ул., дом 8, Госпитальная ул., дом 1, корпус А; Парадная ул., дом 8, корпус Б;Парадная ул., дом 8, корпус Д;Госпитальная ул., дом 3, литера А; Госпитальная ул., дом 3, литера Б";60.1390151828;29.9762120009
2551;Торговые ряды В.С.Караваевой (Хлебные амбары Овсянниковых);117688.84;93887.70;Санкт-Петербург, Центральный район, пр. Бакунина, д.14, литеры А, Б;60.1463512408;29.9607440749
2552;Торговые ряды (Торговое и складское здание);117709.17;93792.77;Санкт-Петербург, Центральный район, пр. Бакунина, д.14, литеры А, Б;60.1465331911;29.9590350438
2553;Складской корпус;117667.47;93886.80;Санкт-Петербург, Центральный район, пр. Бакунина, д.14, литеры А, Б;60.1461594307;29.9607281044
2554;Дом Лесникова (Комитета попечительства о русской иконописи);115971.24;94792.26;Санкт-Петербург, Центральный район, ул. Маяковского, д. 27, литера А;60.1309388484;29.9770376174
2555;Здания благотворительных учреждений Ремесленного общества;114201.59;89585.15;Санкт-Петербург, Черниговская ул., д. 5, литера А;60.1150058707;29.8834064382
2556;Сельдяной ряд Никольского рынка;113011.14;92541.31;Санкт-Петербург, Щепяной пер., дом 4-6, литера А;60.1043572355;29.9365892918
2557;Дом В.Н. Масальского;115955.50;94840.37;Саперный пер., 1, лит. А;60.1307977233;29.9779033201
2558;Сад с фонтаном и оградой;117239.92;96788.97;Свердловская наб., 12;60.1423272598;30.0129673146
2559;Сквер;117276.21;96783.26;Свердловская наб., 12;60.1426529888;30.0128646681
2560;Пожарное депо;117643.20;97020.46;Свердловская наб., 20;60.1459464141;30.0171356351
2561;Дача Дурново (с оградой);117740.55;97011.11;Свердловская наб., 22;60.1468201953;30.0169677745
2562;Пристань с гротом и сфинксами;118400.27;96799.91;Свердловская наб., 40;60.1527419;30.0131683026
